,Unnamed: 0,fact,context,annotators,response,model,Understandable,Natural,MaintainsContext,Engaging,UsesKnowledge,Overall,understandability_cat,natural_cat,engage_cat,coherence_cat,groundedness_cat,overall_cat,understandability_unieval,naturalness_unieval,coherence_unieval,engagingness_unieval,groundedness_unieval,overall_unieval,perplexity,bleu,bleurt_notune_src,bleurt_notune_ttl,meteor_1,meteor_n,bert_f1_src,bert_precision_src,bert_recall_src,bert_f1_ttl,bert_precision_ttl,bert_recall_ttl,rouge1,rouge2,rougeL,ctc_e_engage,ctc_e_ground,ctc_d_engage,ctc_d_ground,ctc_r_engage,ctc_r_ground,cohere_met,consist_met,relev_met
748,748,"your persona: my boyfriend and i are moving into an apartment together next week.
your persona: i'm interested in photography and like taking pictures.
your persona: i am an elementary school teacher.
your persona: i am fluent in english spanish and french.
","hello do you enjoy sports ?
yes . baseball , tennis and the olympics are my favorite sports . how about you ?
i really enjoy golf and combat fighting , what occupation do you currently have ?
i'm an author , blogger and freelancer . what is your occupation ?
i am a it i've been working there for a very long time !
do you have an information technology degree ?
yes did you attend college at all ?
i earned an undergraduate degree in communications but have not found related work .
where are you currently located ? i live in florida .
i live in st . louis , missouri . are there any interesting landmarks near you ?
not really but i do enjoy to travel ! have you ever traveled anywhere ?
i have traveled to cleveland , cincinnati , miami , niagara falls and the bahamas .
are you a male or female ? i am a 20 year old male
",mckenna,"i'm female . i love photography and i'm always taking pictures .
",New Human Generated,1,3,3,2,1,4,poor,moderate,poor,moderate,poor,high,0.999595882,0.999594343,0.968794718,1.827772943,0.966508325,1.152453242,53.21677017,0,-1.606748581,-1.109497547,0.03238342,0.13435518,0.837256372,0.765501797,0.799772859,0.875693917,0.823195994,0.848633826,0.290909091,0.290909091,0.290909091,11.6226123,11.1128695,5.298538417,4.190199566,6.892401218,6.329864025,-2.969209363,-2.812141784,0.021029886
749,749,"your persona: my boyfriend and i are moving into an apartment together next week.
your persona: i'm interested in photography and like taking pictures.
your persona: i am an elementary school teacher.
your persona: i am fluent in english spanish and french.
","hello do you enjoy sports ?
yes . baseball , tennis and the olympics are my favorite sports . how about you ?
i really enjoy golf and combat fighting , what occupation do you currently have ?
i'm an author , blogger and freelancer . what is your occupation ?
i am a it i've been working there for a very long time !
do you have an information technology degree ?
yes did you attend college at all ?
i earned an undergraduate degree in communications but have not found related work .
where are you currently located ? i live in florida .
i live in st . louis , missouri . are there any interesting landmarks near you ?
not really but i do enjoy to travel ! have you ever traveled anywhere ?
i have traveled to cleveland , cincinnati , miami , niagara falls and the bahamas .
are you a male or female ? i am a 20 year old male
",yulan,"i'm female . i love photography and i'm always taking pictures .
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999595882,0.999594343,0.968794718,1.827772943,0.966508325,1.152453242,53.21677017,0,-1.606748581,-1.109497547,0.03238342,0.13435518,0.837256372,0.765501797,0.799772859,0.875693917,0.823195994,0.848633826,0.290909091,0.290909091,0.290909091,11.6226123,11.1128695,5.298538417,4.190199566,6.892401218,6.329864025,-2.969209363,-2.812141784,0.021029886
750,750,"your persona: my family has raised horses for a generations.
your persona: i want to be a lawyer.
your persona: i was raised on a horse farm.
your persona: i am from a small town.
","hi there how are you ?
",shikib,"good i am studying to be a lawyer right now
",Original Ground Truth,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999676357,0.999725559,0.98568132,0.999488566,0.996413084,0.996196977,76.29356384,0.312393994,-1.534456372,-1.363872528,0,0.128743353,0.823248684,0.79930985,0.811102688,0.88370204,0.834481001,0.858386457,0.266666667,0.266666667,0.266666667,8.374724627,8.357937634,3.282292008,1.905630787,3.69991827,2.164516687,-3.598035526,-3.450140783,0.020601073
751,751,"your persona: my family has raised horses for a generations.
your persona: i want to be a lawyer.
your persona: i was raised on a horse farm.
your persona: i am from a small town.
","hi there how are you ?
",mckenna,"good i am studying to be a lawyer right now
",Original Ground Truth,1,3,3,2,1,5,poor,moderate,poor,moderate,poor,high,0.999676357,0.999725559,0.98568132,0.999488566,0.996413084,0.996196977,76.29356384,0.312393994,-1.534456372,-1.363872528,0,0.128743353,0.823248684,0.799309909,0.811102688,0.88370204,0.834481001,0.858386457,0.266666667,0.266666667,0.266666667,8.374724627,8.357937634,3.282292008,1.905630787,3.69991827,2.164516687,-3.598035526,-3.450140783,0.020601073
752,752,"your persona: my family has raised horses for a generations.
your persona: i want to be a lawyer.
your persona: i was raised on a horse farm.
your persona: i am from a small town.
","hi there how are you ?
",yulan,"good i am studying to be a lawyer right now
",Original Ground Truth,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999676357,0.999725559,0.98568132,0.999488566,0.996413084,0.996196977,76.29356384,0.312393994,-1.534456372,-1.363872528,0,0.128743353,0.823248684,0.799309969,0.811102748,0.88370204,0.834481001,0.858386457,0.266666667,0.266666667,0.266666667,8.374724627,8.357937634,3.282292008,1.905630787,3.69991827,2.164516687,-3.598035526,-3.450140783,0.020601073
753,753,"your persona: my family has raised horses for a generations.
your persona: i want to be a lawyer.
your persona: i was raised on a horse farm.
your persona: i am from a small town.
","hi there how are you ?
",shikib,"i am well how are you
",KV-MemNN,1,3,3,2,0,4,poor,moderate,poor,moderate,poor,high,0.99663455,0.997177127,0.000923296,0.994509533,0.999327463,0.797714394,298.6532288,0,-0.856522143,-1.691451669,0.490740741,0.490740741,0.899418414,0.885000527,0.892151237,0.821290672,0.814745963,0.818005204,0.545454545,0.545454545,0.545454545,4.330643892,3.686496019,0.891900778,0.038817964,1.543852448,0.858882964,-3.198517915,-2.572525317,0.017849201
754,754,"your persona: my family has raised horses for a generations.
your persona: i want to be a lawyer.
your persona: i was raised on a horse farm.
your persona: i am from a small town.
","hi there how are you ?
",mckenna,"i am well how are you
",KV-MemNN,1,3,3,1,0,3,poor,moderate,poor,moderate,poor,moderate,0.99663455,0.997177127,0.000923296,0.994509533,0.999327463,0.797714394,298.6532288,0,-0.856522143,-1.691451669,0.490740741,0.490740741,0.899418414,0.885000467,0.892151177,0.821290672,0.814745963,0.818005204,0.545454545,0.545454545,0.545454545,4.330643892,3.686496019,0.891900778,0.038817964,1.543852448,0.858882964,-3.198517915,-2.572525317,0.017849201
755,755,"your persona: my family has raised horses for a generations.
your persona: i want to be a lawyer.
your persona: i was raised on a horse farm.
your persona: i am from a small town.
","hi there how are you ?
",yulan,"i am well how are you
",KV-MemNN,1,3,3,2,0,4,poor,moderate,poor,moderate,poor,high,0.99663455,0.997177127,0.000923296,0.994509533,0.999327463,0.797714394,298.6532288,0,-0.856522143,-1.691451669,0.490740741,0.490740741,0.899418414,0.885000467,0.892151177,0.821290672,0.814745963,0.818005204,0.545454545,0.545454545,0.545454545,4.330643892,3.686496019,0.891900778,0.038817964,1.543852448,0.858882964,-3.198517915,-2.572525317,0.017849201
756,756,"your persona: my family has raised horses for a generations.
your persona: i want to be a lawyer.
your persona: i was raised on a horse farm.
your persona: i am from a small town.
","hi there how are you ?
",shikib,"i'm doing well , how are you ?
",Seq2Seq,1,3,3,2,0,4,poor,moderate,poor,moderate,poor,high,0.999269989,0.999354159,0.000664605,0.998394419,0.999498597,0.799436354,54.52496338,0.345720785,-0.713577688,-1.506308794,0.629960317,0.629960317,0.896748424,0.904967964,0.900839508,0.81784755,0.81742543,0.81763643,0.5,0.5,0.5,6.748311222,5.859899044,2.859614134,1.903043099,2.715862989,1.621170044,-2.67350517,-2.3214637,0.016374722
757,757,"your persona: my family has raised horses for a generations.
your persona: i want to be a lawyer.
your persona: i was raised on a horse farm.
your persona: i am from a small town.
","hi there how are you ?
",mckenna,"i'm doing well , how are you ?
",Seq2Seq,1,3,3,1,0,4,poor,moderate,poor,moderate,poor,high,0.999269989,0.999354159,0.000664605,0.998394419,0.999498597,0.799436354,54.52496338,0.345720785,-0.713577688,-1.506308794,0.629960317,0.629960317,0.896748424,0.904967964,0.900839508,0.81784755,0.81742543,0.81763643,0.5,0.5,0.5,6.748311222,5.859899044,2.859614134,1.903043099,2.715862989,1.621170044,-2.67350517,-2.3214637,0.016374722
758,758,"your persona: my family has raised horses for a generations.
your persona: i want to be a lawyer.
your persona: i was raised on a horse farm.
your persona: i am from a small town.
","hi there how are you ?
",yulan,"i'm doing well , how are you ?
",Seq2Seq,1,3,3,2,0,4,poor,moderate,poor,moderate,poor,high,0.999269989,0.999354159,0.000664605,0.998394419,0.999498597,0.799436354,54.52496338,0.345720785,-0.713577688,-1.506308794,0.629960317,0.629960317,0.896748424,0.904967964,0.900839508,0.81784755,0.81742543,0.81763643,0.5,0.5,0.5,6.748311222,5.859899044,2.859614134,1.903043099,2.715862989,1.621170044,-2.67350517,-2.3214637,0.016374722
759,759,"your persona: my family has raised horses for a generations.
your persona: i want to be a lawyer.
your persona: i was raised on a horse farm.
your persona: i am from a small town.
","hi there how are you ?
",shikib,"i'm doing well . how are you ?
",Language Model,1,3,3,2,0,4,poor,moderate,poor,moderate,poor,high,0.999284136,0.999358827,0.001170835,1.990151594,0.999535196,0.997900118,66.9769516,0.365555223,-0.599641144,-1.567732096,0.629960317,0.629960317,0.895654202,0.906303763,0.900947511,0.8232584,0.821035683,0.822145581,0.5,0.5,0.5,6.75180912,5.893526971,2.672539592,1.473696383,2.627981901,2.08675909,-2.463003694,-2.113200785,0.01649716
760,760,"your persona: my family has raised horses for a generations.
your persona: i want to be a lawyer.
your persona: i was raised on a horse farm.
your persona: i am from a small town.
","hi there how are you ?
",mckenna,"i'm doing well . how are you ?
",Language Model,1,3,3,1,0,4,poor,moderate,poor,moderate,poor,high,0.999284136,0.999358827,0.001170835,1.990151594,0.999535196,0.997900118,66.9769516,0.365555223,-0.599641144,-1.567732096,0.629960317,0.629960317,0.895654202,0.906303763,0.900947511,0.8232584,0.821035683,0.822145581,0.5,0.5,0.5,6.75180912,5.893526971,2.672539592,1.473696383,2.627981901,2.08675909,-2.463003694,-2.113200785,0.01649716
761,761,"your persona: my family has raised horses for a generations.
your persona: i want to be a lawyer.
your persona: i was raised on a horse farm.
your persona: i am from a small town.
","hi there how are you ?
",yulan,"i'm doing well . how are you ?
",Language Model,1,3,3,2,0,4,poor,moderate,poor,moderate,poor,high,0.999284136,0.999358827,0.001170835,1.990151594,0.999535196,0.997900118,66.9769516,0.365555223,-0.599641144,-1.567732096,0.629960317,0.629960317,0.895654202,0.906303763,0.900947511,0.8232584,0.821035683,0.822145581,0.5,0.5,0.5,6.75180912,5.893526971,2.672539592,1.473696383,2.627981901,2.08675909,-2.463003694,-2.113200785,0.01649716
762,762,"your persona: my family has raised horses for a generations.
your persona: i want to be a lawyer.
your persona: i was raised on a horse farm.
your persona: i am from a small town.
","hi there how are you ?
",shikib,"i'm doing well . just spent some time with my horse !
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999810346,0.999827884,0.015780449,1.997032688,0.998692075,1.002228689,94.90939331,0,-1.476688862,-1.290247917,0,0.05,0.832158208,0.846992254,0.839509666,0.837127686,0.83611244,0.836619735,0.130434783,0.130434783,0.130434783,9.321159601,9.202510357,3.569034725,2.564548061,4.846700668,3.63431263,-3.118158428,-2.997547683,0.018879615
763,763,"your persona: my family has raised horses for a generations.
your persona: i want to be a lawyer.
your persona: i was raised on a horse farm.
your persona: i am from a small town.
","hi there how are you ?
",mckenna,"i'm doing well . just spent some time with my horse !
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999810346,0.999827884,0.015780449,1.997032688,0.998692075,1.002228689,94.90939331,0,-1.476688862,-1.290247917,0,0.05,0.832158208,0.846992254,0.839509666,0.837127686,0.83611244,0.836619735,0.130434783,0.130434783,0.130434783,9.321159601,9.202510357,3.569034725,2.564548061,4.846700668,3.63431263,-3.118158428,-2.997547683,0.018879615
